random kmeans,kde kmeans,kmeans++,random SOM,kmeans SOM,kde kmeans SOM,kmeans++ SOM,SOM++,kde SOM
0.8046976166027099,0.8294223604198409,0.5459003943950366,0.8610579215938456,0.5013864395261286,0.4404261643622176,0.8358367000267071,0.4963397540211405,0.6946661987291759
0.8087459011020706,0.8122971661508607,0.6370608132666937,0.7042895435046966,0.26249356421555664,0.6436026736368514,0.8358367000267071,0.41266212106405187,0.8233260537181256
0.8050025337445735,0.8206017433398609,0.6629347130434154,0.8358367000267071,0.43417604019512573,0.8358367000267071,0.8358367000267071,0.64110156759444,0.454433023759848
0.8127242378802075,0.8132508200528774,0.6385955699018471,0.6699109733004105,-0.17205411868977766,0.8193073744568323,0.7047461911504973,0.6848556240955085,0.6895349685972564
0.83304840343741,0.8123707456967831,0.6864437039972822,0.5972099623023515,0.6436026736368515,0.5232091321411745,0.5379832005684653,0.4874814763403087,0.7919806152816957
0.8329262696098835,0.8282698737735158,0.6462296047347578,0.2986967824889847,0.8358367000267071,0.8357516379867654,0.7071915708382064,0.6754634783320248,0.71236828363505
0.8130333949433544,0.8139970736227736,0.6509587437036224,0.7580205167320047,0.8250562128197416,0.8610579215938456,0.312326309823442,0.6397298817660656,0.8145646977925708
0.833209808646387,0.8215223971779664,0.5359008496806807,0.8358367000267071,0.8364524371529108,0.32016938812463364,0.4550765828108028,0.6479101100422193,0.7957337694172865
0.8122857718368947,0.8132508200528773,0.6369053932568709,0.8356162199016578,0.8305972688316692,0.8358367000267071,0.7813307368189849,0.6697695678653828,0.8160035335555509
0.8129672810163738,0.8050025337445735,0.6620820834109366,0.80469761660271,0.7822845005056221,0.8358367000267071,0.8358367000267071,0.4797120934236563,0.7904247744641121
0.832992383536864,0.8050025337445738,0.5982531103703869,0.7580205167320047,0.8610579215938456,0.6950118352424899,0.6123100659872002,0.6397914299074065,0.6988808160795641
0.8132542216160712,0.8074768630934038,0.6639196186445896,0.8081965294491733,0.8063918562837884,0.8355622792872907,0.612558285436327,0.5877401789108101,0.7199964027738351
0.811175069473057,0.8138128009305142,0.6498413851542754,0.8358367000267071,0.4067588773971644,0.7903350804838771,0.6868049186581374,0.6755821437036007,0.5117823298040983
0.8249615223380833,0.8341235655044168,0.6602866872193053,0.6655629915699974,0.742828368423842,0.796758442141375,0.34090075624828287,0.6608675236363292,0.7709009593381533
